phys_height,phys_x_speed,phys_y_speed,phys_z_speed,phys_pitch,phys_roll,phys_yaw,phys_mp_distance_y,phys_mp_distance_z,cyb_frame.len,cyb_frame.protocols,cyb_wlan.duration,cyb_wlan.bssid,cyb_wlan.frag,cyb_wlan.seq,cyb_llc.type,cyb_ip.hdr_len,cyb_ip.len,cyb_ip.flags,cyb_ip.ttl,cyb_ip.proto,cyb_tcp.srcport,cyb_tcp.dstport,cyb_tcp.seq_raw,cyb_tcp.ack_raw,cyb_tcp.hdr_len,cyb_tcp.flags,cyb_tcp.window_size,cyb_tcp.options,cyb_udp.srcport,cyb_udp.dstport,cyb_udp.length,cyb_data.data,cyb_data.len,cyb_wlan.fc.type,cyb_wlan.fc.subtype,cyb_time_since_last_packet,Target_Label
60.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-6.0,82.0,226.0,3.0,44.0,0.0,0.0,46.0,2048.0,20.0,192.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,172.0,13.0,164.0,2.0,8.0,0.102027,Benign
70.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.0,83.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.004068,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,82.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.000171,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,84.0,238.0,3.0,44.0,0.0,0.0,909.0,2048.0,20.0,204.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,184.0,21.0,176.0,2.0,8.0,0.057103,Benign
80.0,0.0,0.0,0.0,-4.0,-6.0,0.0,-32.0,77.0,229.0,3.0,44.0,0.0,0.0,831.0,2048.0,20.0,195.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,175.0,62.0,167.0,2.0,8.0,3.110775,Benign
80.0,-4.0,0.0,0.0,-1.0,-1.0,178.0,8.0,84.0,240.0,2.0,44.0,0.0,0.0,2113.0,2048.0,20.0,206.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,186.0,75.0,178.0,2.0,8.0,0.079039,Benign
70.0,2.0,0.0,0.0,-1.0,-1.0,0.0,22.0,77.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.04496,Benign
70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,229.0,2.0,44.0,0.0,0.0,696.0,2048.0,20.0,195.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,175.0,26.0,167.0,2.0,8.0,0.038506,Benign
70.0,0.0,0.0,0.0,0.0,0.0,142.0,-18.0,83.0,64.0,2.0,44.0,0.0,0.0,582.0,2048.0,20.0,30.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8889.0,10.0,409.0,2.0,2.0,8.0,0.000313,Benign
80.0,-2.0,0.0,0.0,-1.0,0.0,178.0,-2.0,81.0,236.0,2.0,44.0,0.0,0.0,401.0,2048.0,20.0,202.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,182.0,66.0,174.0,2.0,8.0,0.054603,Benign
80.0,0.0,1.0,0.0,-1.0,-1.0,178.0,-22.0,83.0,75.0,3.0,44.0,0.0,0.0,473.0,2048.0,20.0,41.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8899.0,21.0,64.0,13.0,2.0,8.0,0.000227,Benign
80.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,82.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.000143,Benign
60.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,82.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.024003,Benign
80.0,1.0,0.0,0.0,3.0,1.0,0.0,-6.0,83.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.035685,Benign
80.0,1.0,0.0,0.0,-1.0,0.0,0.0,-10.0,85.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.022307,Benign
80.0,0.0,1.0,0.0,-1.0,0.0,178.0,-10.0,80.0,74.0,3.0,44.0,0.0,0.0,582.0,2048.0,20.0,40.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8899.0,20.0,109.0,12.0,2.0,8.0,0.020762,Benign
80.0,0.0,-2.0,0.0,0.0,0.0,0.0,-29.0,93.0,236.0,3.0,44.0,0.0,0.0,1122.0,2048.0,20.0,202.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,182.0,44.0,174.0,2.0,8.0,0.01253,Benign
80.0,0.0,1.0,0.0,0.0,-1.0,178.0,13.0,81.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.010214,Benign
60.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,78.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,2.965687,Benign
60.0,-1.0,-1.0,0.0,0.0,0.0,178.0,6.0,81.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,3.137716,Benign
80.0,2.0,0.0,0.0,0.0,-1.0,1.0,9.0,81.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.02854,Benign
70.0,2.0,-1.0,0.0,0.0,-1.0,0.0,-23.0,82.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,14.335815,Benign
80.0,0.0,-1.0,0.0,0.0,-1.0,37.0,-7.0,84.0,86.0,2.0,44.0,0.0,0.0,375.0,2048.0,20.0,52.0,64.0,128.0,6.0,51333.0,53.0,638223260.0,0.0,32.0,2.0,64240.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.029777,Benign
80.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-8.0,83.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.052814,Benign
70.0,0.0,0.0,0.0,0.0,-1.0,178.0,4.0,82.0,238.0,2.0,44.0,0.0,0.0,1052.0,2048.0,20.0,204.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,184.0,2.0,176.0,2.0,8.0,1.1e-05,Benign
80.0,2.0,0.0,0.0,-1.0,0.0,0.0,9.0,88.0,225.0,3.0,44.0,0.0,0.0,75.0,2048.0,20.0,191.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,171.0,34.0,163.0,2.0,8.0,0.033711,Benign
60.0,0.0,0.0,0.0,0.0,0.0,-3.0,-200.0,-200.0,228.0,3.0,44.0,0.0,0.0,170.0,2048.0,20.0,194.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,174.0,12.0,166.0,2.0,8.0,0.035863,Benign
50.0,-4.0,0.0,0.0,0.0,0.0,178.0,5.0,77.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.018629,Benign
70.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-16.0,86.0,86.0,2.0,44.0,0.0,0.0,149.0,2048.0,20.0,52.0,64.0,128.0,6.0,55576.0,53.0,3335125756.0,0.0,32.0,2.0,64240.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.046114,Benign
80.0,0.0,0.0,0.0,-1.0,0.0,0.0,-7.0,85.0,86.0,2.0,44.0,0.0,0.0,14.0,2048.0,20.0,52.0,64.0,128.0,6.0,62951.0,53.0,723862127.0,0.0,32.0,2.0,64240.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,7.686387,Benign
70.0,0.0,-1.0,0.0,0.0,0.0,0.0,-10.0,82.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,Benign
70.0,0.0,0.0,0.0,-1.0,0.0,0.0,-4.0,84.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.002833,Benign
80.0,0.0,0.0,0.0,0.0,0.0,-173.0,-20.0,82.0,226.0,3.0,48.0,0.0,0.0,126.0,2048.0,20.0,192.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,172.0,19.0,164.0,2.0,8.0,0.000496,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,84.0,74.0,2.0,44.0,0.0,0.0,757.0,2048.0,20.0,40.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8899.0,20.0,66.0,12.0,2.0,8.0,0.039741,Benign
70.0,1.0,-1.0,0.0,0.0,-1.0,0.0,-25.0,78.0,228.0,3.0,44.0,0.0,0.0,155.0,2048.0,20.0,194.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,174.0,36.0,166.0,2.0,8.0,2.3e-05,Benign
80.0,-3.0,0.0,0.0,-7.0,0.0,179.0,-10.0,85.0,98.0,0.0,320.0,0.0,0.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.001124,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,82.0,86.0,2.0,44.0,0.0,0.0,511.0,2048.0,20.0,52.0,64.0,128.0,6.0,60465.0,53.0,814226898.0,0.0,32.0,2.0,64240.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.006759,Benign
80.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,79.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.011836,Benign
80.0,1.0,-1.0,0.0,0.0,-1.0,0.0,14.0,82.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.076106,Benign
70.0,2.0,0.0,0.0,-1.0,-1.0,0.0,25.0,80.0,86.0,2.0,44.0,0.0,0.0,317.0,2048.0,20.0,52.0,64.0,128.0,6.0,59428.0,53.0,347117106.0,0.0,32.0,2.0,64240.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1.1e-05,Benign
80.0,-2.0,0.0,0.0,-1.0,0.0,178.0,14.0,80.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.079994,Benign
80.0,-1.0,1.0,0.0,2.0,-1.0,178.0,13.0,87.0,235.0,2.0,44.0,0.0,0.0,1313.0,2048.0,20.0,201.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,181.0,15.0,173.0,2.0,8.0,0.006113,Benign
70.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,83.0,236.0,3.0,44.0,0.0,0.0,626.0,2048.0,20.0,202.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,182.0,6.0,174.0,2.0,8.0,0.005559,Benign
60.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,82.0,236.0,2.0,44.0,0.0,0.0,800.0,2048.0,20.0,202.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,182.0,16.0,174.0,2.0,8.0,0.051381,Benign
80.0,0.0,-1.0,0.0,0.0,-1.0,1.0,6.0,82.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.038012,Benign
60.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,81.0,240.0,2.0,320.0,0.0,0.0,1698.0,2048.0,20.0,206.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,186.0,53.0,178.0,2.0,8.0,3.013529,Benign
70.0,0.0,0.0,0.0,-1.0,0.0,0.0,-11.0,83.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.00531,Benign
80.0,0.0,0.0,0.0,0.0,0.0,175.0,-3.0,82.0,86.0,2.0,44.0,0.0,0.0,133.0,2048.0,20.0,52.0,64.0,128.0,6.0,59725.0,53.0,775235914.0,0.0,32.0,2.0,64240.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.014841,Benign
80.0,0.0,0.0,0.0,0.0,0.0,-46.0,8.0,84.0,233.0,2.0,44.0,0.0,0.0,482.0,2048.0,20.0,199.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,179.0,36.0,171.0,2.0,8.0,1.3e-05,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,85.0,230.0,3.0,44.0,0.0,0.0,422.0,2048.0,20.0,196.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,176.0,60.0,168.0,2.0,8.0,0.026304,Benign
70.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,83.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.082893,Benign
80.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,85.0,86.0,2.0,44.0,0.0,0.0,250.0,2048.0,20.0,52.0,64.0,128.0,6.0,52620.0,53.0,755991179.0,0.0,32.0,2.0,64240.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.048083,Benign
60.0,0.0,0.0,2.0,0.0,0.0,-3.0,-200.0,-200.0,75.0,3.0,44.0,0.0,0.0,1617.0,2048.0,20.0,41.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8899.0,21.0,247.0,13.0,2.0,8.0,8.3e-05,Benign
80.0,0.0,0.0,0.0,1.0,0.0,-97.0,10.0,82.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.019362,Benign
60.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,79.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.047297,Benign
70.0,0.0,0.0,0.0,0.0,0.0,1.0,-14.0,82.0,98.0,0.0,320.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.331948,Benign
80.0,1.0,0.0,0.0,-1.0,0.0,0.0,-5.0,83.0,233.0,2.0,44.0,0.0,0.0,665.0,2048.0,20.0,199.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,179.0,56.0,171.0,2.0,8.0,0.000309,Benign
80.0,-2.0,0.0,0.0,-1.0,-1.0,175.0,-23.0,77.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.09136,Benign
60.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,24.0,78.0,62.0,1.0,44.0,0.0,0.0,218.0,2054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.019182,Benign
80.0,0.0,0.0,0.0,0.0,-4.0,178.0,-17.0,82.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,3.364653,Benign
60.0,0.0,0.0,0.0,-1.0,-3.0,178.0,-38.0,76.0,86.0,2.0,44.0,0.0,0.0,340.0,2048.0,20.0,52.0,64.0,128.0,6.0,57198.0,53.0,1739634306.0,0.0,32.0,2.0,64240.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.003078,Benign
80.0,0.0,0.0,0.0,0.0,0.0,37.0,-8.0,83.0,230.0,2.0,44.0,0.0,0.0,1073.0,2048.0,20.0,196.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,176.0,38.0,168.0,2.0,8.0,0.093931,Benign
60.0,0.0,0.0,0.0,0.0,0.0,179.0,30.0,77.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.028487,Benign
80.0,0.0,0.0,0.0,0.0,0.0,178.0,-11.0,83.0,98.0,0.0,320.0,0.0,0.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.003897,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,85.0,86.0,2.0,44.0,0.0,0.0,263.0,2048.0,20.0,52.0,64.0,128.0,6.0,51794.0,53.0,2796372916.0,0.0,32.0,2.0,64240.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.089351,Benign
60.0,-2.0,0.0,0.0,-8.0,0.0,174.0,-4.0,81.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.026646,Benign
0.0,-1.0,0.0,0.0,-1.0,0.0,-4.0,-200.0,-200.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,Benign
70.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,86.0,228.0,2.0,320.0,0.0,0.0,406.0,2048.0,20.0,194.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,174.0,50.0,166.0,2.0,8.0,0.002372,Benign
100.0,0.0,0.0,1.0,0.0,0.0,0.0,-7.0,122.0,231.0,3.0,320.0,0.0,0.0,212.0,2048.0,20.0,197.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,177.0,28.0,169.0,2.0,8.0,0.002336,Benign
80.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,84.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.000134,Benign
80.0,1.0,0.0,0.0,0.0,-1.0,0.0,8.0,82.0,26.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.060841,Benign
70.0,0.0,0.0,0.0,-1.0,0.0,86.0,2.0,82.0,98.0,0.0,320.0,0.0,0.0,784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.001334,Benign
70.0,2.0,0.0,0.0,-1.0,-1.0,0.0,-3.0,85.0,228.0,3.0,44.0,0.0,0.0,515.0,2048.0,20.0,194.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,174.0,51.0,166.0,2.0,8.0,0.000274,Benign
70.0,0.0,-1.0,0.0,0.0,-1.0,0.0,7.0,81.0,229.0,3.0,44.0,0.0,0.0,869.0,2048.0,20.0,195.0,0.0,255.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,175.0,65.0,167.0,2.0,8.0,0.102002,Benign
